"DBN","School Name","Year","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"02M422","Quest to Learn","2018-19","545","0","0","0","0","0","0","0","40","52","75","137","88","84","69","206","37.8%","339","62.2%","71","13%","118","21.7%","235","43.1%","20","3.7%","101","18.5%","152","27.9%","21","3.9%","393","72.1%","66.1%"
"02M425","Leadership and Public Service High School","2018-19","473","0","0","0","0","0","0","0","0","0","0","113","124","112","124","254","53.7%","219","46.3%","40","8.5%","127","26.8%","279","59%","10","2.1%","17","3.6%","95","20.1%","23","4.9%","392","82.9%","82.6%"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2018-19","233","0","0","0","0","0","0","0","0","0","0","64","60","48","61","108","46.4%","125","53.6%","2","0.9%","5","2.1%","221","94.8%","0","0%","5","2.1%","28","12%","157","67.4%","228","97.9%","95.6%"
"02M432","Murray Hill Academy","2018-19","304","0","0","0","0","0","0","0","0","0","0","81","109","66","48","157","51.6%","147","48.4%","18","5.9%","93","30.6%","161","53%","12","3.9%","20","6.6%","75","24.7%","12","3.9%","262","86.2%","81%"
"02M437","Hudson High School of Learning Technologies","2018-19","476","0","0","0","0","0","0","0","0","0","0","128","119","114","115","155","32.6%","321","67.4%","30","6.3%","120","25.2%","300","63%","12","2.5%","14","2.9%","122","25.6%","42","8.8%","382","80.3%","81.8%"
"02M438","International High School at Union Square","2018-19","356","0","0","0","0","0","0","0","0","0","0","80","91","94","91","138","38.8%","218","61.2%","56","15.7%","70","19.7%","192","53.9%","2","0.6%","36","10.1%","10","2.8%","307","86.2%","306","86%","98.3%"
"02M439","Manhattan Village Academy","2018-19","452","0","0","0","0","0","0","0","0","0","0","112","121","115","104","272","60.2%","180","39.8%","40","8.8%","64","14.2%","287","63.5%","21","4.6%","40","8.8%","71","15.7%","9","2%","347","76.8%","66.9%"
"02M442","Ballet Tech, NYC Public School for Dance","2018-19","142","0","0","0","0","0","36","38","26","20","22","0","0","0","0","74","52.1%","68","47.9%","39","27.5%","25","17.6%","35","24.6%","12","8.5%","31","21.8%","6","4.2%","4","2.8%","63","44.4%","45.6%"
"02M449","Vanguard High School","2018-19","427","0","0","0","0","0","0","0","0","0","0","115","117","107","88","220","51.5%","207","48.5%","24","5.6%","107","25.1%","249","58.3%","18","4.2%","29","6.8%","106","24.8%","13","3%","310","72.6%","75.6%"
"02M459","Manhattan International High School","2018-19","313","0","0","0","0","0","0","0","0","0","0","86","89","68","70","141","45%","172","55%","45","14.4%","47","15%","159","50.8%","1","0.3%","61","19.5%","5","1.6%","224","71.6%","221","70.6%","94.5%"
"02M475","Stuyvesant High School","2018-19","3,316","0","0","0","0","0","0","0","0","0","0","823","822","849","822","1,415","42.7%","1,901","57.3%","2,425","73.1%","29","0.9%","100","3%","137","4.1%","625","18.8%","17","0.5%","0","0%","1,384","41.7%","38.8%"
"02M489","High School of Economics and Finance","2018-19","741","0","0","0","0","0","0","0","0","0","0","236","186","164","155","308","41.6%","433","58.4%","161","21.7%","181","24.4%","326","44%","14","1.9%","59","8%","140","18.9%","44","5.9%","561","75.7%","76.4%"
"02M500","Unity Center for Urban Technologies","2018-19","278","0","0","0","0","0","0","0","0","0","0","100","74","48","56","88","31.7%","190","68.3%","23","8.3%","70","25.2%","168","60.4%","4","1.4%","13","4.7%","67","24.1%","19","6.8%","254","91.4%","86.1%"
"02M507","Urban Assembly Gateway School for Technology","2018-19","456","0","0","0","0","0","0","0","0","0","0","122","116","112","106","90","19.7%","366","80.3%","32","7%","130","28.5%","245","53.7%","22","4.8%","27","5.9%","99","21.7%","16","3.5%","261","57.2%","66%"
"02M519","Talent Unlimited High School","2018-19","518","0","0","0","0","0","0","0","0","0","0","162","126","131","99","408","78.8%","110","21.2%","18","3.5%","152","29.3%","224","43.2%","61","11.8%","63","12.2%","80","15.4%","5","1%","290","56%","52.9%"
"02M520","Murry Bergtraum High School for Business Careers","2018-19","182","0","0","0","0","0","0","0","0","0","0","57","42","45","38","99","54.4%","83","45.6%","8","4.4%","92","50.5%","73","40.1%","6","3.3%","3","1.6%","43","23.6%","11","6%","140","76.9%","80.4%"
"02M527","P.S. 527 - East Side School for Social Action","2018-19","431","0","82","96","74","69","56","54","0","0","0","0","0","0","0","219","50.8%","212","49.2%","54","12.5%","17","3.9%","61","14.2%","49","11.4%","250","58%","70","16.2%","17","3.9%","73","16.9%","18.2%"
"02M529","Jacqueline Kennedy Onassis High School","2018-19","443","0","0","0","0","0","0","0","0","0","0","52","94","139","158","240","54.2%","203","45.8%","28","6.3%","105","23.7%","289","65.2%","6","1.4%","15","3.4%","89","20.1%","40","9%","340","76.7%","78.6%"
"02M531","Repertory Company High School for Theatre Arts","2018-19","237","0","0","0","0","0","0","0","0","0","0","60","62","56","59","192","81%","45","19%","2","0.8%","68","28.7%","107","45.1%","26","11%","34","14.3%","40","16.9%","1","0.4%","160","67.5%","54.1%"
"02M533","Union Square Academy for Health Sciences","2018-19","414","0","0","0","0","0","0","0","0","0","0","136","107","90","81","275","66.4%","139","33.6%","49","11.8%","83","20%","247","59.7%","10","2.4%","25","6%","64","15.5%","31","7.5%","344","83.1%","82%"
"02M534","Harvest Collegiate High School","2018-19","457","0","0","0","0","0","0","0","0","0","0","113","118","116","110","268","58.6%","189","41.4%","30","6.6%","96","21%","228","49.9%","19","4.2%","84","18.4%","115","25.2%","11","2.4%","307","67.2%","61.6%"
"02M542","Manhattan Bridges High School","2018-19","532","0","0","0","0","0","0","0","0","0","0","200","134","133","65","280","52.6%","252","47.4%","1","0.2%","2","0.4%","526","98.9%","2","0.4%","1","0.2%","39","7.3%","247","46.4%","463","87%","91.7%"
"02M543","New Design High School","2018-19","426","0","0","0","0","0","0","0","0","0","0","123","134","92","77","251","58.9%","175","41.1%","22","5.2%","145","34%","245","57.5%","7","1.6%","7","1.6%","110","25.8%","23","5.4%","330","77.5%","83.7%"
"02M544","Independence High School","2018-19","319","0","0","0","0","0","0","0","0","0","0","40","83","83","113","164","51.4%","155","48.6%","4","1.3%","94","29.5%","200","62.7%","3","0.9%","18","5.6%","82","25.7%","24","7.5%","277","86.8%","87.1%"
"02M545","High School for Dual Language and Asian Studies","2018-19","402","0","0","0","0","0","0","0","0","0","0","113","103","98","88","239","59.5%","163","40.5%","366","91%","9","2.2%","14","3.5%","4","1%","9","2.2%","13","3.2%","54","13.4%","356","88.6%","78.4%"
"02M546","Academy for Software Engineering","2018-19","459","0","0","0","0","0","0","0","0","0","0","118","124","110","107","90","19.6%","369","80.4%","44","9.6%","93","20.3%","256","55.8%","18","3.9%","48","10.5%","116","25.3%","19","4.1%","309","67.3%","67.1%"
"02M550","Liberty High School Academy for Newcomers","2018-19","422","0","0","0","0","0","0","0","0","0","0","125","139","83","75","178","42.2%","244","57.8%","38","9%","102","24.2%","240","56.9%","4","0.9%","38","9%","14","3.3%","370","87.7%","317","75.1%","99.2%"
"02M551","Urban Assembly New York Harbor School","2018-19","533","0","0","0","0","0","0","0","0","0","0","152","149","135","97","185","34.7%","348","65.3%","40","7.5%","94","17.6%","214","40.2%","42","7.9%","143","26.8%","121","22.7%","11","2.1%","291","54.6%","53.4%"
"02M560","High School M560 - City As School","2018-19","602","0","0","0","0","0","0","0","0","0","0","0","66","281","255","323","53.7%","279","46.3%","25","4.2%","210","34.9%","266","44.2%","12","2%","89","14.8%","140","23.3%","22","3.7%","398","66.1%","70.5%"
"02M565","Urban Academy Laboratory High School","2018-19","147","0","0","0","0","0","0","0","0","0","0","13","25","93","16","85","57.8%","62","42.2%","9","6.1%","50","34%","47","32%","4","2.7%","37","25.2%","21","14.3%","1","0.7%","86","58.5%","52.7%"
"02M570","Satellite Academy High School","2018-19","285","0","0","0","0","0","0","0","0","0","0","285","0","0","0","168","58.9%","117","41.1%","1","0.4%","97","34%","175","61.4%","5","1.8%","7","2.5%","77","27%","21","7.4%","216","75.8%","82.2%"
"02M575","Manhattan Comprehensive Night and Day High School","2018-19","711","0","0","0","0","0","0","0","0","0","0","0","265","277","169","314","44.2%","397","55.8%","154","21.7%","214","30.1%","302","42.5%","10","1.4%","31","4.4%","72","10.1%","374","52.6%","632","88.9%","91.8%"
"02M580","Richard R. Green High School of Teaching","2018-19","429","0","0","0","0","0","0","0","0","0","0","100","119","109","101","287","66.9%","142","33.1%","27","6.3%","117","27.3%","247","57.6%","24","5.6%","14","3.3%","82","19.1%","18","4.2%","352","82.1%","76.3%"
"02M586","Harvey Milk High School","2018-19","63","0","0","0","0","0","0","0","0","0","0","1","11","22","29","37","58.7%","26","41.3%","1","1.6%","13","20.6%","41","65.1%","0","0%","8","12.7%","23","36.5%","2","3.2%","55","87.3%","84.1%"
"02M600","The High School of Fashion Industries","2018-19","1,577","0","0","0","0","0","0","0","0","0","0","531","399","330","317","1,443","91.5%","134","8.5%","85","5.4%","490","31.1%","890","56.4%","29","1.8%","83","5.3%","265","16.8%","51","3.2%","1,274","80.8%","75.2%"
"02M605","Humanities Preparatory Academy","2018-19","245","0","0","0","0","0","0","0","0","0","0","62","64","51","68","131","53.5%","114","46.5%","15","6.1%","53","21.6%","152","62%","7","2.9%","18","7.3%","50","20.4%","8","3.3%","195","79.6%","73.4%"
"02M615","Chelsea Career and Technical Education High School","2018-19","451","0","0","0","0","0","0","0","0","0","0","149","128","94","80","118","26.2%","333","73.8%","61","13.5%","92","20.4%","274","60.8%","8","1.8%","16","3.5%","93","20.6%","18","4%","352","78%","76.6%"
"02M630","Art and Design High School","2018-19","1,478","0","0","0","0","0","0","0","0","0","0","437","379","375","287","977","66.1%","501","33.9%","125","8.5%","219","14.8%","796","53.9%","82","5.5%","256","17.3%","314","21.2%","12","0.8%","821","55.5%","56.3%"
"02M655","Life Sciences Secondary School","2018-19","425","0","0","0","0","0","0","0","0","0","0","84","156","96","89","213","50.1%","212","49.9%","30","7.1%","109","25.6%","263","61.9%","7","1.6%","16","3.8%","92","21.6%","44","10.4%","335","78.8%","84.8%"
"02M896","Lower Manhattan Community Middle School","2018-19","385","0","0","0","0","0","0","0","133","127","125","0","0","0","0","199","51.7%","186","48.3%","166","43.1%","39","10.1%","61","15.8%","15","3.9%","104","27%","109","28.3%","23","6%","210","54.5%","53.8%"
"02M933","City Knoll Middle School","2018-19","175","0","0","0","0","0","0","0","34","57","84","0","0","0","0","79","45.1%","96","54.9%","14","8%","44","25.1%","100","57.1%","7","4%","10","5.7%","56","32%","20","11.4%","144","82.3%","74.4%"
"03M009","P.S. 009 Sarah Anderson","2018-19","611","18","100","101","93","114","104","81","0","0","0","0","0","0","0","295","48.3%","316","51.7%","52","8.5%","29","4.7%","111","18.2%","57","9.3%","362","59.2%","111","18.2%","14","2.3%","135","22.1%","18%"
"03M054","J.H.S. 054 Booker T. Washington","2018-19","867","0","0","0","0","0","0","0","313","257","297","0","0","0","0","446","51.4%","421","48.6%","100","11.5%","69","8%","135","15.6%","76","8.8%","487","56.2%","119","13.7%","10","1.2%","168","19.4%","22.5%"
"03M075","P.S. 075 Emily Dickinson","2018-19","548","0","81","76","90","89","112","100","0","0","0","0","0","0","0","246","44.9%","302","55.1%","14","2.6%","119","21.7%","303","55.3%","19","3.5%","93","17%","219","40%","84","15.3%","384","70.1%","66.4%"
"03M076","P.S. 076 A. Philip Randolph","2018-19","443","38","37","32","49","31","40","47","49","61","59","0","0","0","0","236","53.3%","207","46.7%","1","0.2%","325","73.4%","102","23%","3","0.7%","12","2.7%","106","23.9%","34","7.7%","422","95.3%","90.6%"
"03M084","P.S. 084 Lillian Weber","2018-19","663","97","110","99","86","90","100","81","0","0","0","0","0","0","0","361","54.4%","302","45.6%","27","4.1%","47","7.1%","215","32.4%","38","5.7%","336","50.7%","108","16.3%","46","6.9%","248","37.4%","39.3%"
"03M087","P.S. 087 William Sherman","2018-19","898","18","147","136","147","164","154","132","0","0","0","0","0","0","0","473","52.7%","425","47.3%","70","7.8%","28","3.1%","130","14.5%","86","9.6%","584","65%","161","17.9%","27","3%","88","9.8%","11.2%"
"03M145","P.S. 145, The Bloomingdale School","2018-19","400","54","59","67","56","62","54","48","0","0","0","0","0","0","0","200","50%","200","50%","4","1%","99","24.8%","229","57.2%","7","1.8%","61","15.3%","109","27.3%","45","11.2%","305","76.2%","80%"
"03M149","P.S. 149 Sojourner Truth","2018-19","235","29","13","19","21","27","22","17","33","27","27","0","0","0","0","111","47.2%","124","52.8%","9","3.8%","139","59.1%","71","30.2%","5","2.1%","11","4.7%","56","23.8%","40","17%","231","98.3%","92.5%"
"03M163","P.S. 163 Alfred E. Smith","2018-19","551","31","69","86","83","84","96","102","0","0","0","0","0","0","0","269","48.8%","282","51.2%","37","6.7%","103","18.7%","227","41.2%","32","5.8%","152","27.6%","103","18.7%","30","5.4%","264","47.9%","48%"
"03M165","P.S. 165 Robert E. Simon","2018-19","426","31","60","59","59","73","68","76","0","0","0","0","0","0","0","210","49.3%","216","50.7%","16","3.8%","58","13.6%","248","58.2%","6","1.4%","98","23%","73","17.1%","47","11%","281","66%","64.9%"
"03M166","P.S. 166 The Richard Rodgers School of The Arts an","2018-19","638","0","122","120","118","115","84","79","0","0","0","0","0","0","0","324","50.8%","314","49.2%","79","12.4%","27","4.2%","107","16.8%","60","9.4%","365","57.2%","60","9.4%","15","2.4%","95","14.9%","14.4%"
"03M180","P.S. 180 Hugo Newman","2018-19","512","82","48","42","49","49","48","44","45","46","59","0","0","0","0","251","49%","261","51%","15","2.9%","261","51%","144","28.1%","25","4.9%","67","13.1%","101","19.7%","39","7.6%","357","69.7%","68.9%"
"03M185","The Locke School of Arts and Engineering","2018-19","364","64","60","51","56","61","37","35","0","0","0","0","0","0","0","156","42.9%","208","57.1%","8","2.2%","197","54.1%","118","32.4%","9","2.5%","32","8.8%","80","22%","19","5.2%","301","82.7%","81.5%"
"03M191","The Riverside School for Makers and Artists","2018-19","565","90","49","48","43","46","56","50","60","65","58","0","0","0","0","254","45%","311","55%","42","7.4%","171","30.3%","245","43.4%","11","1.9%","96","17%","138","24.4%","39","6.9%","384","68%","66.6%"
"03M199","P.S. 199 Jessie Isador Straus","2018-19","822","0","125","103","134","156","157","147","0","0","0","0","0","0","0","406","49.4%","416","50.6%","132","16.1%","37","4.5%","76","9.2%","61","7.4%","516","62.8%","141","17.2%","22","2.7%","113","13.7%","11.5%"
"03M241","STEM Institute of Manhattan","2018-19","133","0","8","20","20","24","28","33","0","0","0","0","0","0","0","61","45.9%","72","54.1%","5","3.8%","66","49.6%","48","36.1%","1","0.8%","13","9.8%","44","33.1%","20","15%","122","91.7%","88.2%"
"03M242","P.S. 242 - The Young Diplomats Magnet Academy","2018-19","138","17","14","16","25","15","22","29","0","0","0","0","0","0","0","60","43.5%","78","56.5%","0","0%","84","60.9%","46","33.3%","6","4.3%","2","1.4%","44","31.9%","10","7.2%","111","80.4%","81.7%"
"03M243","M.S. 243 Center School","2018-19","241","0","0","0","0","0","0","63","64","59","55","0","0","0","0","124","51.5%","117","48.5%","12","5%","25","10.4%","44","18.3%","23","9.5%","137","56.8%","42","17.4%","0","0%","33","13.7%","20.6%"
"03M245","M.S. M245 The Computer School","2018-19","403","0","0","0","0","0","0","0","134","135","134","0","0","0","0","216","53.6%","187","46.4%","31","7.7%","51","12.7%","116","28.8%","25","6.2%","180","44.7%","84","20.8%","7","1.7%","115","28.5%","31%"
"03M247","M.S. M247 Dual Language Middle School","2018-19","220","0","0","0","0","0","0","0","73","66","81","0","0","0","0","115","52.3%","105","47.7%","2","0.9%","3","1.4%","210","95.5%","0","0%","5","2.3%","60","27.3%","55","25%","197","89.5%","84.7%"
"03M250","M.S. 250 West Side Collaborative Middle School","2018-19","162","0","0","0","0","0","0","0","48","54","60","0","0","0","0","76","46.9%","86","53.1%","1","0.6%","60","37%","80","49.4%","8","4.9%","13","8%","48","29.6%","11","6.8%","113","69.8%","74.3%"
"03M256","Lafayette Academy","2018-19","153","0","0","0","0","0","0","0","52","47","54","0","0","0","0","81","52.9%","72","47.1%","1","0.7%","74","48.4%","54","35.3%","5","3.3%","19","12.4%","31","20.3%","19","12.4%","111","72.5%","73.1%"
"03M258","Community Action School - MS 258","2018-19","239","0","0","0","0","0","0","0","83","73","83","0","0","0","0","117","49%","122","51%","6","2.5%","84","35.1%","128","53.6%","2","0.8%","19","7.9%","60","25.1%","11","4.6%","198","82.8%","79.6%"
"03M291","West End Secondary School","2018-19","432","0","0","0","0","0","0","0","113","101","100","118","0","0","0","240","55.6%","192","44.4%","31","7.2%","28","6.5%","82","19%","16","3.7%","275","63.7%","93","21.5%","2","0.5%","76","17.6%","18.1%"
"03M299","The Maxine Greene HS for Imaginative Inquiry","2018-19","341","0","0","0","0","0","0","0","0","0","0","77","100","71","93","178","52.2%","163","47.8%","11","3.2%","125","36.7%","181","53.1%","10","2.9%","14","4.1%","86","25.2%","44","12.9%","271","79.5%","85.2%"
"03M307","Urban Assembly School for Media Studies, The","2018-19","407","0","0","0","0","0","0","0","0","0","0","114","97","98","98","215","52.8%","192","47.2%","10","2.5%","131","32.2%","247","60.7%","11","2.7%","8","2%","63","15.5%","22","5.4%","354","87%","83.4%"
"03M333","P.S. 333 Manhattan School for Children","2018-19","757","0","94","87","97","97","94","97","69","63","59","0","0","0","0","383","50.6%","374","49.4%","49","6.5%","99","13.1%","121","16%","49","6.5%","439","58%","155","20.5%","16","2.1%","130","17.2%","28.4%"
